word	phoneme	tag
সক্ষত	sh o kkh o t O	tatsama
সক্ষম	sh o kkh O m	tatsama
সখ	sh o kh	native
সখ্য	sh O k kh O	native
সগর	sh o g o r	native
সগর্ভ	sh o g o r bh O	native
সগ্গ	sh o g g O	native
সগ্গল	sh o g g o l	native
সঘন	sh o gh o n O	native
সঘর	sh o gh o r	native
সচ	sh o ch	native
সচঞ্চল	sh o ch o n ch o l	native
সচন্দন	sh o ch o nd o n	native
সচল	sh o ch O l	native
সচ্ছল	sh o ch chh o l	native
সজত্ন	sh o j o t n O	native
সজন	sh o j O n	native
সজল	sh o j O l	native
সজ্জ	sh o j j O	native
সজ্জন	sh o j j O n	native
সঞ্চয়	sh o n ch o y	native
সঞ্চয়পত্র	sh o n ch o y o p o tr O	native
সঞ্চরন	sh o n ch o r o n	native
সঞ্চলন	sh o n ch o l o n	native
সঞ্জয়	sh o n j o y o	native
সট	sh o T	native
সট্টক	sh o T T o k	native
সড়	sh o r	native
সড়ক	sh o r O k	native
সড়গড়	sh o r g o r	native
সড়সড়	sh o r sh o r	native
সতত	sh o t o t O	native
সতন্তর	sh o t o nt o r	native
সতবর্গ	sh o t b o r g O	native
সতর	sh o t o r	native
সতর্ক	sh o t O r k O	native
সত্	sh o t	native
সত্কর্ম	sh o t k o r o m O	native
সত্তম	sh o tt o m	native
সত্তর	sh O tt O r	native
সত্ত্ব	sh o tt O	tatsama
সত্বর	sh o t t o r	tatsama
সত্য	sh O t t O	native
সত্যম	sh O t t o m	native
সদন	sh o d O n	native
সদয়	sh o d o y	native
সদর	sh o d O r	native
সদরদপ্তর	sh o d O r d o p t O r	native
সদরসংলগ্ন	sh o d o r sh o ng l o g n O	native
সদরসহ	sh o d O r sh o h O	native
সদর্থক	sh o d o r th O k	native
সদর্প	sh o d o r p O	native
সদস্য	sh o d O sh sh O	native
সদস্যগণ	sh o d O sh sh O g o n	tatsama
সদস্যগন	sh o d o sh sh o g o n	native
সদস্যপদ	sh o d O sh sh O p o d	native
সদস্যপদসহ	sh o d o sh sh o p o d sh o h O	native
সদস্যর	sh o d O sh sh O r	native
সদস্যসহ	sh o d O sh sh O sh o h O	native
সদসৎ	sh o d o sh o t	native
সদ্ধর্ম	sh o d dh o r m O	tatsama
সদ্ম	sh o d d O	tatsama
সদ্য	sh o d d O	native
সন	sh o n	native
সনদ	sh o n O d	native
সনদপত্র	sh o n O d p o tr O	native
সনদসহ	sh o n O d sh o h O	native
সনস	sh o n o sh	native
সনসন	sh o n sh o n	native
সন্ত	sh o nt O	native
সন্তত	sh o nt O t O	native
সন্তপ্ত	sh o nt o p t O	native
সন্তরন	sh o nt o r o n	native
সন্তর্পন	sh o nt O r p o n	native
সন্তলন	sh o nt o l o n	native
সন্ত্রস্ত	sh o n t r O st O	native
সন্দ	sh o nd O	native
সন্দর্ভ	sh o nd o r bh O	native
সন্দর্শন	sh o nd o r sh o n	native
সন্দল	sh o nd o l	native
সন্ধ	sh k o ndh O	native
সন্নত	sh o nn o t O	native
সন্নদ্ধ	sh o nn o d dh O	tatsama
সন্নস্ত	sh O nn o st O	native
সন্স	s o n s	loanword
সনৎ	sh o n o t	native
সপ	sh o p	native
সপক্ষ	sh o p o kkh O	tatsama
সপত্ন	sh o p o t n O	native
সপসপ	sh o p sh o p	native
সপ্ত	sh o p t O	native
সপ্ত(–প্তন)	sh o p t O	native
সপ্তক	sh o p t O k	native
সপ্তদশ	sh o p t O d o sh	native
সপ্তম	sh o p t O m	native
সপ্তমত	sh o p t o m o t	native
সফট	s o ph T	loanword
সফদর	sh o ph d o r	native
সফর	sh o ph O r	native
সফররত	s o ph O r r o t O	loanword
সফরসহ	sh o ph o r sh o h O	native
সফল	sh o ph O l	native
সফলতম	sh o ph O l t o m O	native
সফ্ট	s o ph T	loanword
সব	sh o b	native
সবংশ	sh o b o ng sh O	native
সবক	sh o b O k	native
সবন	sh o b O n	native
সবর	sh o b O r	native
সবরকম	sh o b r o k O m	native
সবর্ন	sh o b o r n O	native
সবল	sh o b o l	native
সবসময়	sh o b sh o m o y	native
সব্য	sh O b b O	native
সভয়	sh o bh o y	native
সভ্য	sh O b bh O	native
সম	sh o m O	native
সমকক্ষ	sh o m O k o kkh O	tatsama
সমক্ষ	sh o m O kkh O	tatsama
সমগ্র	sh o m O gr O	native
সমঘন	sh o m O gh o n O	native
সমঞ্জস	sh o m O n j o sh	native
সমতট	sh o m O t o T	native
সমতল	sh o m O t o l	native
সমত্ত	sh o m o tt O	native
সমদর্শন	sh o m O d o r sh o n	native
সমন	sh o m O n	native
সমনস্ক	sh o m o n O s k O	tatsama
সমন্ত্রক	sh o m O nt r O k	native
সমন্বয়	sh o m O n n o y	native
সমন্বয়ক	sh o m o n n o y o k	native
সমপদস্থ	sh o m O p o d O sth O	native
সমবণ্টন	sh o m O b o n T o n	tatsama
সমবন্টন	sh o m o b o n T o n o	native
সমবস্থ	sh o m O b o sh t O	native
সমমন্ডল	sh o m O m o n D o l	native
সময়	sh o m o y	native
সময়সহ	sh o m o y sh o h O	native
সমর	sh o m O r	native
সমরস	sh o m O r o sh	native
সমর্থ	sh o m O r th O	native
সমর্থক	sh o m O r th O k	native
সমর্থকসহ	sh o m o r th o k sh o h O	native
সমর্থন	sh o m O r th O n	native
সমর্পণ	sh o m O r p o n	tatsama
সমর্পন	sh o m O r p o n	native
সমল	sh o m o l	native
সমশ্বর	sh o m O sh sh o r	tatsama
সমসংখ্যক	sh o m O sh o ng kh O k	native
সমসময়	sh o m O sh o m o y	native
সমসর	sh o m O sh o r	native
সমস্ত	sh o m O st O	native
সমস্য	sh o m O sh sh O	native
সম্পদ	sh o mp o d	native
সম্পদসহ	sh o mp o d sh o h O	native
সম্পন্ন	sh o mp O nn O	native
সম্পর্ক	sh o mp O r k O	native
সম্পর্কসহ	sh o mp o r k o sh o h O	native
সম্পৎ	sh o mp o t	native
সম্বদ্ধ	sh o mb o d dh O	tatsama
সম্বন্ধ	sh o mb o ndh O	native
সম্বল	sh o mb O l	native
সম্ভব	sh o m bh o b	native
সম্ভবত	sh o m bh O b o t O	native
সম্ভবপর	sh o m bh o b p o r	native
সম্ভ্রম	sh o m bh r O m	native
সম্মত	sh o mm o t O	native
সম্যক	sh o m m O k	native
সর	sh o r	native
সরঃ	sh o r O h	tatsama
সরগম	sh o r g o m	native
সরগরম	sh o r g o r O m	native
সরট	sh o r O T	native
সরণ	sh o r O n	tatsama
সরত	sh o r O t	native
সরদ	sh o r o d	native
সরন	sh o r O n	native
সরব	sh o r o b	native
সরবত	sh o r b O t	native
সরবর	sh o r O b o r	native
সরবস	sh o r b o sh	native
সরবসর	sh o r b o sh o r	native
সরম	sh o r o m	native
সরমহল	sh o r m o h o l o	native
সরল	sh o r O l	native
সরস	sh o r o sh	native
সরসর	sh o r sh o r	native
সরহ	sh o r O h	native
সর্গ	sh o r g O	native
সর্জ্য	sh O r j O	native
সর্ত	sh o r t O	native
সর্তক	sh o t o r k o	native
সর্প	sh o r p O	native
সর্ব	sh o r b O	native
সর্বক্ষন	sh o r b o kkh o n	tatsama
সর্বজন	sh o r b O j o n	native
সর্বজ্ঞ	sh o r b O g g O	tatsama
সর্বত্র	sh o r b O tr O	native
সর্বপ্রথম	sh o r b O pr O th O m	native
সর্বময়	sh o r b o m o y o	native
সর্বসম্মত	sh o r b O sh o mm O t O	native
সর্বস্তর	sh o r b o st o r	native
সর্বস্ব	sh o r b o sh sh O	tatsama
সর্ষপ	sh o r sh o p	native
সল	sh o l	native
সলজ্জ	sh o l o j j O	native
সলপ	sh o l p o	native
সলভ	sh o l bh	native
সলমন	sh o l m O n	native
সল্ট	s o l T	loanword
সল্লভ	sh o l l o bh O	native
সশংক	sh o sh o ng k O	native
সশব্দ	sh o sh o b d O	native
সশস্ত্র	sh o sh O st r O	native
সশ্রদ্ধ	sh o s r O d dh O	tatsama
সশ্রম	sh o s r O m	native
সস	sh o sh	native
সসংজ্ঞ	sh o sh o ng g O	tatsama
সসত্ত্ব	sh o sh o tt O	tatsama
সসম্ভ্রম	sh o sh o m bh r O m	native
সস্	sh o sh	native
সহ	sh o h O	native
সহগ	sh o h o g	native
সহচর	sh o h O ch o r	native
সহজ	sh o h o j	native
সহজতম	sh o h O j t o m O	native
সহজতর	sh o h O j O t o r	native
সহজলভ্য	sh o h O j l O b bh O	native
সহজসরল	sh o h o j sh o r o l	native
সহদপ্তর	sh o h O d o p t O r	native
সহন	sh o h O n	native
সহমত	sh o h O m o t	native
সহর	sh o h o r	native
সহরত	sh o h o r o t	native
সহর্ষ	sh o h o r sh O	native
সহস্র	sh o h O s r O	native
সহ্য	sh o j jh O	native
স্কচ	s k o ch	loanword
স্কট	s k o T	loanword
স্কন্দ	s k o nd O	tatsama
স্কপ	s k o p	loanword
স্ক্রল	s kr O l	loanword
স্খলন	sh kh o l O n	native
স্টক	s T o k	loanword
স্টপ	s T o p	loanword
স্টপস	s T o p s	loanword
স্টর্ম	s T o r m	loanword
স্টল	s T o l	loanword
স্ট্র	s T r o	loanword
স্ট্রং	s T r O ng	loanword
স্ট্রস	s T r O s	proper_noun
স্তন	st o n	native
স্তনন	st o n o n	native
স্তন্য	st o n n O	native
স্তব	st o b	native
স্তবক	st o b O k	native
স্তব্ধ	st o b dh O	native
স্তম্ব	st o mb O	native
স্তম্ভ	st o m bh O	native
স্তম্ভন	st o m bh o n	native
স্তর	st o r	native
স্ত্রস	st r O sh	native
স্থগন	sth o g o n	native
স্থল	sth o l	native
স্থলপথ	sth o l O p o th	native
স্থলবন্দর	sth o l O b o nd O r	native
স্নব	sn o b	native
স্পঞ্জ	s p o nj	loanword
স্পট	s p O T	loanword
স্পনসর	s p o n s o r	loanword
স্পন্দন	s p o nd O n	loanword
স্পন্সর	s p o n s o r	loanword
স্পর্শ	s p o r sh O	tatsama
স্পশ্ট	s p o sh T O	tatsama
স্পশ্টত	s p o sh T O t O	loanword
স্পশ্টতর	s p o sh T o t o r o	loanword
স্পষ্ট	s p o shT o	loanword
স্ব	sh O	tatsama
স্বঃ	sh o h	tatsama
স্বক	sh o k	tatsama
স্বকল্প	sh o k o l p O	tatsama
স্বগত	sh o g o t O	tatsama
স্বচ্ছ	sh o ch chh O	tatsama
স্বচ্ছন্দ	sh o ch chh o nd O	tatsama
স্বচ্ছন্দ্য	sh o ch chh o nd O	tatsama
স্বচ্ছল	sh o ch chh o l	tatsama
স্বজন	sh o j O n	tatsama
স্বজনসহ	sh o j O n sh o h O	tatsama
স্বতঃ	sh o t o h	tatsama
স্বতন্তর	sh o t O nt o r	tatsama
স্বতন্ত্র	sh o t o n t r O	tatsama
স্বত্ত্ব	sh o t t O	tatsama
স্বত্ব	sh o tt O	tatsama
স্বদল	sh o d o l	tatsama
স্বধর্ম	sh o dh o r m O	tatsama
স্বন	sh o n	tatsama
স্বনন্ধয়	sh t o n O ndh o y	tatsama
স্বপক্ষ	sh o p O kkh O	tatsama
স্বপত্য	sh o p O t t O	tatsama
স্বপন	sh o p O n	tatsama
স্বপ্ন	sh o p n O	tatsama
স্বপ্নদল	sh o p n o d o l	tatsama
স্বপ্নভংগ	sh o p n o bh o ng g o	tatsama
স্বপ্নময়	sh o p n o m o y o	tatsama
স্ববশ	sh o b o sh	tatsama
স্বমত	sh o m o t	tatsama
স্বয়ং	sh o y o ng	tatsama
স্বয়ম্ভর	sh o y o m bh o r	tatsama
স্বর	sh o r	tatsama
স্বরঃ	sh o r o h	tatsama
স্বরবর্ন	sh o r o b o r n O	tatsama
স্বর্গ	sh o r g O	tatsama
স্বর্গত	sh o r g o t o	tatsama
স্বর্ন	sh o r n O	tatsama
স্বর্নপদক	sh o r n O p o d O k	tatsama
স্বর্নপদকসহ	sh o r n o p o d o k sh o h O	tatsama
স্বর্নসহ	sh o r n O sh o h O	tatsama
স্বল্প	sh o l p O	tatsama
স্বল্পতম	sh o l p O t o m O	tatsama
স্বল্পসংখ্যক	sh o l p O sh o ng kh O k	tatsama
স্বস্ত্যয়ন	sh O st o y o n	tatsama
স্বস্থ	sh o sth O	tatsama
স্মর	sh o r	native
স্মরণ	sh o r O n	tatsama
স্মরন	sh o r o n	native
স্মর্তব্য	s h o r t O b b O	tatsama
স্মল	sh m o l	native
স্য	sh O	native
স্যন্দ	sh O nd O	native
স্রগ্ধর	s r O g dh o r	native
স্রশ্টব্য	s r O sh T O b b O	native
স্রস্ত	s r O st O	native
স্লগ	s l o g	loanword
স্লট	s l o T	loanword
স্লথ	sh l o th	native
সৎ	sh o t	native
সৎকর্ম	sh o t k o r m O	native
হ	h o	native
হং	h o ng	native
হংকং	h o ng k o ng	native
হংকংসহ	h o ng k o ng sh o h O	native
হংস	h o ng sh O	native
হক	h o k	native
হকসহ	h o k sh o h O	native
হচ্ছ	h O ch chh O	native
হজ	h o j	native
হজম	h o j O m	native
হজরত	h o j r o t	native
হজ্জ	h o j O	loanword_nativized
হজ্ব	h o j O	loanword_nativized
হট	h o T	native
হটডগ	h o T D o g	loanword
হটস্পট	h o T s p o T	loanword
হট্ট	h o T T O	native
হঠ	h o Th	native
হড়ঘর	h o r gh o r	native
হড়বড়	h o r b o r	native
হড়হড়	h o r h o r	native
হড্ড	h o D D O	native
হত	h O t O	native
হতভম্ব	h o t O bh o mb O	native
হদ	h o d	native
হন	h O n	native
হনন	h o n O n	native
হনহন	h o n h o n	native
হন্তদন্ত	h o nt O d o nt O	native
হন্তব্য	h o nt O b b O	native
হন্দর	h o nd O r	native
হন্য	h O n n O	native
হপ	h O p	native
হব	h o b O	native
হবন	h o b O n	native
হব্য	h O b b O	native
হম	h o m	native
হয়	h o y	native
হয়ত	h o y t O	native
হর	h o r	native
হরখ	h o r o kh o	native
হরতন	h o r t o n	native
হরদম	h o r d O m	native
হরন	h o r o n	native
হরফ	h o r O ph	native
হরভজন	h o r bh o j O n	native
হরর	h o r O r	native
হরশ	h o r o sh	native
হর্ন	h o r n	loanword
হর্যশ্ব	h o r j O sh sh O	tatsama
হর্ষ	h o r sh O	native
হর্স	h o r s	loanword
হল	h o l	native
হলঃ	h o l	tatsama
হলক	h o l k	native
হলঘর	h o l gh o r	native
হলন্ত	h o l o nt O	native
হলফ	h o l O ph	loanword
হলসহ	h o l sh o h O	native
হলহল	h o l h o l	native
হল্য	h o l l O	native
হসন	h o sh O n	native
হসন্ত	h o sh o nt O	native
হসব	h o sh o b	native
হসরত	h o sh r o t	native
হস্	h o sh	native
হস্ত	h o st O	native
হস্তগত	h o st O g o t O	native
হ্রদ	r O d	native
হ্রস্ব	r O sh sh O	tatsama
হ–জ–ব–র–ল	h o j o b o r o l o	native
ৎ	t	native
২৩	t e i sh	native
৩৪০৯	t i n | h a j a r | ch a r sh O | n o y	compound
৬৭	sh a t sh O T T i	native
