word	phoneme	tag
শিশুবিশেষজ্ঞ	sh i sh u b i sh e sh o g g O	tatsama
শিশুর জন্ম	sh i sh u r | j o n m O	compound
শিশুরোগ বিশেষজ্ঞ	sh i sh u r O g | b i sh e sh o g g O	compound
শিশুসংক্রান্ত	sh i sh u sh o ng kr a nt o	compound
শিশুসাহিত্য	sh i sh u sh a h i t t O	native
শিশুস্বাস্থ্য	sh i sh u sh a sth O	tatsama
শিশ্ট	sh i sh T O	native
শিশ্ন	sh i sh n O	native
শিশ্য	sh i sh sh O	native
শিশ্যত্ব	sh i sh sh o t t O	tatsama
শিষ্য	sh i sh sh O	tatsama
শীঘ্র	sh i gh r O	native
শীর্ষ	sh i r sh O	tatsama
শুক্ত	sh u kt O	native
শুক্র	sh u kr O	native
শুক্ল	sh u kl O	native
শুদ্ধ	sh u d dh O	tatsama
শুদ্র	sh u d r O	native
শুধুমাত্র	sh u dh u m a tr O	native
শুন্ড	sh u n D O	native
শুন্য	sh u n n O	native
শুন্যগর্ভ	sh u n n o g o r bh o	native
শুভবোধসম্পন্ন	sh u bh o b O dh sh o mp o nn o	compound
শুভ্র	sh u bh r O	native
শুম্ভনিশুম্ভ	sh u m bh O n i sh u m bh O	native
শুরাসদস্য	sh u m a sh o d o sh sh o	native
শুল্ক	sh u l k O	native
শুল্কপার্থক্য	sh u l k o p a r th o k k o	compound
শুল্কমুক্ত	sh u l k O m u kt O	native
শুল্কসংক্রান্ত	sh u l k o sh o ng kr a nt o	compound
শুশ্ক	sh u sh k O	native
শুস্ক	sh u s k O	loanword
শূদ্র	sh u d r O	native
শূন্য	sh u n n O	native
শৃংখলমুক্ত	sh ri ng kh o l a m u kt o	tatsama
শৃংখলাপুর্ন	sh ri ng kh o l a p u r n o	tatsama
শৃংখলাবদ্ধ	sh ri ng kh o l a b o d dh o	tatsama
শৃংখলাসংক্রান্ত	sh ri ng kh o l a sh o ng kr a nt o	tatsama
শৃং্গ	sh ri ng g O	tatsama
শেকহ্যান্ড	sh e k j A n D O	loanword
শেপার্ড	sh e p a r D	proper_noun
শেফার্ড	sh e ph a r D	proper_noun
শেফিল্ড	sh e ph i l D O	proper_noun
শেশকৃত্য	sh e sh k ri t O	tatsama
শেশপর্যন্ত	sh e sh p O r j O nt O	native
শেশোক্ত	sh e sh O kt O	native
শেষকৃত্য	sh e sh k r i t t O	tatsama
শেষোক্ত	sh e sh O kt O	tatsama
শেয়ারবাজারসংক্রান্ত	sh e y a r b a j a r s o ng k r a n t O	native
শেয়ারমুল্য	sh e y a r m u l l O	native
শেয়ারসংক্রান্ত	sh e y a r sh o ng kr a nt O	native
শোইত্য	sh O i t t O	native
শোইথিল্য	sh oi th i l l o	native
শোইলেন্দ্র	sh O i l e ndr O	native
শোউক্ল্য	sh O u kl O	native
শোউন্ড	sh O u n D O	native
শোউর্য	sh O u r j O	native
শোকগ্রস্ত	sh O k O gr O st O	native
শোকসন্তপ্ত	sh O k sh o nt o p t O	native
শোকস্তব্ধ	sh O k st o b dh o	native
শোকাচ্ছন্ন	sh O k a ch chh o nn o	native
শোকার্ত	sh O k a r t O	native
শোচ্য	sh O ch chh o	native
শোধনজন্ত্র	sh O dh o n j o nt r O	native
শোনামাত্র	sh O n a m a tr O	native
শোর্ড	sh O r D	native
শোশনমুক্ত	sh O sh o n m u kt o	native
শ্ট্যান্ডার্ড	sh T A n D a r D	compound
শ্ট্যাম্প	s T A mp	loanword
শ্ঠ	sh Th o	native
শ্ব	sh o h	tatsama
শ্বদন্ত	sh o d o nt O	tatsama
শ্বাসকশ্ট	sh a sh k o sh T O	tatsama
শ্বাসকষ্ট	sh a sh k o shT O	tatsama
শ্বাসজন্ত্র	sh a sh j o nt r O	tatsama
শ্বাসরুদ্ধ	sh a sh r u d dh O	tatsama
শ্বেতপত্র	sh e t p o tr O	tatsama
শ্বেতশুভ্র	sh e t O sh u bh r O	tatsama
শ্যামগঞ্জ	sh A m g o n j o	native
শ্রদ্ধাপুর্ন	s r O d dh a p u r n o	tatsama
শ্রদ্ধার্ঘ	s r O d dh a r gh o	tatsama
শ্রদ্ধার্ঘ্য	s r O d dh a r gh O	tatsama
শ্রবণযন্ত্র	s r O b O n j o n t r O	tatsama
শ্রবনজন্ত্র	s r O b o n j o nt r O	native
শ্রবনজোগ্য	s r O b O n j O g g O	native
শ্রমমুল্য	s r O m o m u l l o	native
শ্রমসাধ্য	s r O m O sh a d dh O	native
শ্রমিকপক্ষ	s r O m i k p o kkh o	tatsama
শ্রাদ্ধ	s r a d dh O	tatsama
শ্রান্ত	s r a n t O	native
শ্রিকান্ত	s ri k a nt O	native
শ্রিকৃশ্ন	s ri k ri sh n O	tatsama
শ্রিচোইতন্য	s r i ch O i t o n n o	native
শ্রিজুক্ত	s r i j u kt O	native
শ্রিরামকৃশ্ন	s r i r a m k i r sh n o	tatsama
শ্রিশান্ত	s ri sh a nt O	native
শ্রিহট্ট	s r i h o T T o	native
শ্রীকৃষ্ণ	s r i k r i sh n O	tatsama
শ্রেণীভুক্ত	s r e n i bh u k t O	tatsama
শ্রেনিকক্ষ	s r e n i k o kkh O	tatsama
শ্রেনিচরিত্র	s r e n i ch O r i tr O	native
শ্রেনিজুদ্ধ	s r e n i j u d dh O	tatsama
শ্রেনিবইশম্য	s r e n i b O i sh o m m O	native
শ্রেনিবদ্ধ	s r e n i b o d dh O	tatsama
শ্রেনিবিভক্ত	s r e n i b i bh o kt O	native
শ্রেনিবোইশম্য	s r e n i b O i sh o m m O	native
শ্রেনিভুক্ত	s r e n i bh u kt O	native
শ্রেশ্ঠ	s r e sh Th O	native
শ্রেশ্ঠত্ব	s r e sh Th o tt O	tatsama
শ্রোতব্য	s r O t O b b O	native
শ্রোত্র	s r O tr O	native
শ্লিশ্ট	sh l i sh T O	native
ষষ্ঠ	sh o shTh O	tatsama
সংকটপুর্ন	sh o ng k o T p u r n o	native
সংকটমুক্ত	sh o ng k o T m u kt o	native
সংকটাপন্ন	sh o ng k O T a p o nn O	native
সংকটাপুর্ন	sh o ng k o T a p u r n o	native
সংকল্প	sh o ng k o l p O	native
সংকল্পবদ্ধ	sh o ng k o l p O b o d dh O	tatsama
সংকির্ন	sh o ng k i r n O	native
সংকেতাবদ্ধ	sh o ng k e t a b o d dh o	tatsama
সংক্রান্ত	s o ng k r a n t O	native
সংক্রুদ্ধ	sh o ng kr u d dh o	tatsama
সংক্ষিপ্ত	sh O ng kh i p t O	tatsama
সংক্ষুব্ধ	sh o ng kh u b dh O	tatsama
সংখ্যাগরিশ্ঠ	sh o ng kh a g o r i sh Th o	native
সংখ্যাগরিষ্ঠ	sh o ng kh a g O r i shTh O	tatsama
সংখ্যাতত্ত্ব	sh o ng kh a t o tt O	tatsama
সংখ্যাতিরিক্ত	sh o ng kh a t i r i kt o	compound
সংখ্যাধিক্য	sh o ng kh a dh i k k O	native
সংখ্যালঘিশ্ঠ	sh o ng kh a l o gh i sh Th o	native
সংগতিপুর্ন	sh o ng g o t i p u r n o	native
সংগিতজ্ঞ	sh o ng g i t o g g O	tatsama
সংগিতব্যক্তিত্ব	sh o ng g i tw j o kt i t t o	tatsama
সংগুপ্ত	sh o ng g u p t o	native
সংগ্রহমুল্য	sh o ng gr O h o m u l l o	native
সংঘবদ্ধ	sh o ng gh o b o d dh o	tatsama
সংঘর্ষ	sh o ng gh o r sh O	tatsama
সংঘাতপুর্ন	sh o ng gh a t p u r n O	native
সংঘাতমুক্ত	sh o ng gh a t m u kt o	native
সংঘৃশ্ট	sh o ng gh r i sh T o	tatsama
সংজুক্ত	sh o ng j u kt O	native
সংপৃক্ত	sh o ng p r i kt O	tatsama
সংবর্ত	sh o ng b o r t O	native
সংবাদপত্র	sh o ng b a d p o tr O	native
সংবাদপত্রশিল্প	sh o ng b a d p o tr O sh i l p o	compound
সংবাদভাশ্য	sh o ng b a d bh a sh sh o	native
সংবিগ্ন	sh o ng b i g n o	native
সংবিধানপ্রদত্ত	sh o ng b i dh a n pr O d o tt o	compound
সংবিধানবিশেশজ্ঞ	sh o ng b i dh a n b i sh e sh g g o	tatsama
সংবিধানসংক্রান্ত	sh o ng b i dh a n sh o ng kr a nt o	compound
সংবিধিবদ্ধ	sh o ng b i dh i b o d dh O	tatsama
সংবিভক্ত	sh o ng b i bh o kt O	native
সংবিশ্ট	sh o ng b i sh T O	native
সংবৃত্ত	sh o ng b ri tt O	tatsama
সংবেদ্য	sh o ng b e d d O	native
সংরক্ষনজোগ্য	sh o ng r o kkh o n j O g g o	tatsama
সংরক্ষনসংক্রান্ত	sh o ng r o kkh o n sh o ng kr a nt o	tatsama
সংরব্ধ	sh o ng r o b dh O	native
সংরুদ্ধ	sh o ng r u d dh O	tatsama
সংলগ্ন	sh o ng l o g n O	native
সংলিপ্ত	sh o ng l i p t O	native
সংশয়পুর্ন	sh o ng sh o y p u r n o	native
সংশয়মুক্ত	sh o ng sh o y m u kt o	native
সংশয়াকির্ন	sh o ng sh o y a k i r n o	native
সংশিশ্ট	sh o ng sh i sh T O	native
সংশি্লশ্ট	sh o ng sh i l sh T o	native
সংশোধনজোগ্য	sh o ng sh O dh o n j O g g o	native
সংশোধনসংক্রান্ত	sh o ng sh O dh o n sh o ng kr a nt o	compound
সংশোধনিসংক্রান্ত	sh o ng sh O dh o n i sh o ng kr a nt o	compound
সংশ্লিশ্ট	sh o ng sh l i sh T O	native
সংশ্লিশ্ঠ	sh o ng sh l i sh Th O	native
সংশ্লিষ্ট	sh o ng sh l i sh T O	tatsama
সংশ্লিষ্ঠ	sh o ng s l i shTh O	tatsama
সংশ্ল্লিশ্ট	sh o ng sh l i sh T o	native
সংসক্ত	sh o ng sh o kt O	native
সংসদকক্ষ	sh o ng sh o d k o kkh o	tatsama
সংসর্গ	sh o ng sh o r g O	native
সংসারধর্ম	sh o ng sh a r dh o r m o	native
সংসিক্ত	sh o ng sh i kt O	native
সংসিদ্ধ	sh o ng sh i d dh O	tatsama
সংসৃশ্ট	sh o ng sh r i sh T O	tatsama
সংস্কারমুক্ত	sh o ng s k a r m u kt o	loanword
সংস্কারসংক্রান্ত	sh o ng s k a r sh o ng kr a nt o	loanword
সংস্পর্শ	sh o ng s p o r sh O	loanword
সংস্পৃশ্ট	sh o ng O s p r i sh T O	tatsama
সংহর্ষ	sh o ng h o r sh O	native
সং্গিতং্গ	sh O ng g i t o ng g O	native
সং্গিতজ্ঞ	sh O ng g i t o g g O	tatsama
সইন্য	sh O i n n O	native
সকান্ড	sh o k a n D O	native
সকুল্য	sh o k u l l O	native
সকৃতজ্ঞ	sh o k i r t o g g o	tatsama
সক্ত	sh o kt O	native
সখ্য	sh O k kh O	native
সগর্ভ	sh o g o r bh O	native
সগোত্র	sh o g O tr O	native
সগ্গ	sh o g g O	native
সঙ্গীতজ্ঞ	s O ng g i t o g g O	tatsama
সচিত্র	sh o ch i tr O	native
সচেশ্ট	sh o ch e sh T O	native
সচ্চরিত্র	sh o ch ch O r i tr O	native
সচ্চিদানন্দ	sh O ch ch i d a n o nd O	native
সজত্ন	sh o j o t n O	native
সজ্জ	sh o j j O	native
সঞ্চয়পত্র	sh o n ch o y o p o tr O	native
সততাপুর্ন	sh o t o t a p u r n o	native
সতবর্গ	sh o t b o r g O	native
সতর্ক	sh o t O r k O	native
সতিত্ব	sh o t i t t O	tatsama
সতির্থ	sh o t i r th O	native
সতিশচন্দ্র	sh o t i sh ch o ndr O	native
সতীত্ব	sh o t i tt O	tatsama
সতৃশ্ন	sh o t ri sh n O	tatsama
সত্কর্ম	sh o t k o r o m e	native
সত্তরোর্ধ্ব	sh O tt O r O r dh O	tatsama
সত্তাবিশিশ্ট	sh o tt a b i sh i sh T o	native
সত্ত্ব	sh o tt O	tatsama
সত্য	sh O t t O	native
সত্যনিশ্ঠ	sh o t t o n i sh Th o	native
সত্যানন্দ	sh o t t a n n o nd o	native
সত্যাসত্য	sh O t t a sh O t t O	native
সত্যেন্দ্র	sh o t t e ndr O	native
সদরসংলগ্ন	sh o d o r sh o ng l o g n o	native
সদর্প	sh o d o r p O	native
সদস্য	sh o d O sh sh O	native
সদস্যবিশিশ্ট	sh o d o sh sh o b i sh i sh T o	native
সদস্যবৃন্দ	sh o d o sh sh O b r i n d O	tatsama
সদস্যভুক্ত	sh o d o sh sh o bh u kt t o	native
সদস্যরাশ্ট্র	sh o d o sh sh o r a sh T r O	loanword
সদানন্দ	sh o d a n o nd O	native
সদাব্যস্ত	sh o d a b A st o	native
সদাসতর্ক	sh o d a sh o t o r k o	native
সদাহাস্য	sh o d a h a sh sh o	native
সদুদ্দেশ্য	sh o d u d d e sh sh O	native
সদ্ধর্ম	sh o d dh o r m O	tatsama
সদ্বৃত্ত	sh o d b ri tt O	tatsama
সদ্ম	sh o d d O	tatsama
সদ্য	sh o d d O	native
সদ্যবিলুপ্ত	sh o d d o b i l u p t o	native
সদ্যসমাপ্ত	sh o d d O sh o m a p t O	native
সনদপত্র	sh o n O d p o tr O	native
সনদপ্রাপ্ত	sh o n O d pr a p t O	native
সনাক্ত	sh o n a kt O	native
সনির্বন্ধ	sh o n i r b o ndh O	native
সন্ত	sh o nt O	native
সন্তপ্ত	sh o nt o p t O	native
সন্তানতুল্য	sh o nt a nt u l l o	native
সন্তুশ্ট	sh o nt u sh T O	native
সন্ত্রস্ত	sh o n t r O st O	native
সন্ত্রাসমুক্ত	sh o n t r a sh m u kt O	native
সন্দ	sh o nd O	native
সন্দর্ভ	sh o nd o r bh O	native
সন্দিগ্ধ	sh O nd i g dh O	native
সন্দিশ্ট	sh O nd i sh T O	native
সন্দেহমুক্ত	sh o nd e h o m u kt o	native
সন্ধ	sh k o ndh O	native
সন্নদ্ধ	sh o nn o d dh O	tatsama
সন্নস্ত	sh O nn o st O	native
সন্নিকর্ষ	sh O nn i k o r sh O	native
সন্নিবদ্ধ	sh O nn i b o d dh O	tatsama
সন্নিবৃত্ত	sh O nn i b ri tt O	tatsama
সন্মার্গ	sh o n m a r g O	native
সন্স	s o n s	loanword
সপক্ষ	sh o p o kkh O	tatsama
সপত্ন	sh o p o t n O	native
সপিন্ড	sh o p i n D O	native
সপ্ত	sh o p t O	native
সপ্তাশ্চর্য	sh o p t a sh ch o r j o	native
সপ্তাশ্ব	sh o p t a sh sh O	tatsama
সফটেক্স	s o ph T e k s	loanword
সফরসংক্রান্ত	sh o ph o r sh o ng kr a nt o	native
সফ্ট	s o ph T	loanword
সবর্ন	sh o b o r n O	native
সবিকল্প	sh o b i k o l p O	native
সবুজপত্র	sh O b u j p o tr O	native
সবেমাত্র	sh o b e m a tr O	native
সব্য	sh O b b O	native
সভাকক্ষ	sh o bh a k o kkh O	tatsama
সভাপতিত্ব	sh o bh a p O t i t t O	tatsama
সভামঞ্চ	sh o bh a m o n ch o	native
সভাসুত্র	sh o bh a sh u tr O	native
সভ্য	sh O b bh O	native
সমকক্ষ	sh o m O k o kkh O	tatsama
সমক্ষ	sh o m O kkh O	tatsama
সমগুরুত্ব	sh o m o g u r u t t o	tatsama
সমগ্র	sh o m O gr O	native
সমঝোতাপত্র	sh o m o jh O t a p o tr O	native
সমঝোতাপুর্ন	sh o m o jh O t a p u r n o	native
সমতাপুর্ন	sh o m o t a p u r n o	native
সমতুল্য	sh o m O t u l l O	native
সমত্ত	sh o m o tt o	native
সমদুরত্ব	sh o m o d u r o t t o	tatsama
সমনস্ক	sh o m o n O s k O	loanword
সমপদস্থ	sh o m O p o d O sth O	native
সমপর্যায়ভুক্ত	sh o m o p o r j a y m u kt o	compound
সমপৃশ্ঠ	sh o m O p ri sh Th O	tatsama
সমপ্রদায়ভুক্ত	sh o m p r O d a y bh u kt o	compound
সমবস্থ	sh o m O b o sh t O	native
সমমর্যাদাসম্পন্ন	sh o m o m o r j a d a sh o mp o nn o	compound
সমমুল্য	sh o m O m u l l O	native
সময়সাপেক্ষ	sh o m o y sh a p e kkh e	tatsama
সমরাস্ত্র	sh o m O r a st r O	native
সমরেন্দ্র	sh o m o r e ndr O	native
সমর্থ	sh o m O r th O	native
সমর্থনজোগ্য	sh o m O r th O n j O g g O	native
সমর্থনপুশ্ট	sh o m O r th O n p u sh T O	native
সমসুত্র	sh o m O sh u tr O	native
সমস্ত	sh o m O st O	native
সমস্বামিত্ব	sh o m O sh a m i t t O	tatsama
সমস্য	sh o m O sh sh O	native
সমস্যাগ্রস্ত	sh o m O sh sh a gr O st O	native
সমস্যাজুক্ত	sh o m o sh sh a j u kt o	native
সমস্যামুক্ত	sh o m o sh sh a m u kt o	native
সমাকির্ন	sh o m a k i r n O	native
সমাক্রান্ত	sh o m a kr a nt O	native
সমাক্ষ	sh o m a kkh O	tatsama
সমাচ্ছন্ন	sh o m a ch chh O nn O	native
সমাজকর্ম	sh o m a j k o r m O	native
সমাজতত্ত্ব	sh o m a j t o tt O	tatsama
সমাজতন্ত্র	sh o m a j t o n t r O	native
সমাজবদ্ধ	sh o m a j b o d dh O	tatsama
সমাজমনস্ক	sh o m a j m o n o s k o	loanword
সমাধানজোগ্য	sh o m a dh a n j O g g o	native
সমাধিক্ষেত্র	sh o m a dh i kh e tr O	tatsama
সমাধিস্থ	sh o m a dh i sth O	native
সমাপ্ত	sh o m a p t O	native
সমাপ্য	sh o m a p p o	native
সমাবিশ্ট	sh o m a b i sh T O	native
সমারম্ভ	sh o m a r o m bh O	native
সমালোচনাপুর্ন	sh o m a l O ch o n a p u r n o	compound
সমাসক্ত	sh o m a sh O kt O	native
সমাসন্ন	sh o m a sh O nn O	native
সমাসবদ্ধ	sh o m a sh b o d dh O	tatsama
সমিক্ষ	sh O m i kkh O	tatsama
সমিদ্ধ	sh O m i d dh O	tatsama
সমুচ্চ	sh O m u ch ch O	native
সমুচ্চার্য	sh O m u ch ch a r j O	native
সমুচ্ছিন্ন	sh O m u ch chh i nn O	native
সমুদ্গির্ন	sh O m u d g i r n O	native
সমুদ্ভ্রান্ত	sh O m u d bh r a nt O	native
সমুদ্র	sh O m u d r O	native
সমুদ্রপৃশ্ঠ	sh O m u d r O p ri sh Th O	tatsama
সমুদ্রবক্ষ	sh o m u d r O b o kkh o	tatsama
সমুদ্রসিমান্ত	sh o m u d r O sh i m a nt o	compound
সমুদ্রসিমাসংক্রান্ত	sh o m u d r O sh i m a sh o ng kr a nt o	compound
সমুদ্রসোইকতসংলগ্ন	sh o m u d r O sh O i k o t sh o ng l o g n o	compound
সমুন্দ	sh O m u nd O	native
সমুৎকর্ন	sh O m u t k o r n O	native
সমুৎকির্ন	sh O m u t k i r n O	native
সমৃদ্ধ	sh o m r i d dh O	tatsama
সমোশ্ন	sh o m O sh n o	native
সম্পত্তিসংক্রান্ত	sh o mp o tt i sh o ng kr a nt o	compound
সম্পদমুল্য	sh o mp o d m u l l o	native
সম্পন্ন	sh o mp O nn O	native
সম্পর্ক	sh o mp O r k O	native
সম্পর্কজুক্ত	sh o mp O r k O j u kt O	native
সম্পুর্ন	sh o mp u r n O	native
সম্পূর্ন	sh o mp u r n O	native
সম্পৃক্ত	s o mp ri kt O	tatsama
সম্পোশ্য	sh o mp O sh sh O	native
সম্প্রচার কেন্দ্র	sh o m p r O ch a r | k e ndr O	compound
সম্প্রদায়ভুক্ত	sh o mp r O d a y bh u kt o	loanword
সম্প্রাপ্ত	sh o mp r a p t O	loanword
সম্বদ্ধ	sh o mb o d dh O	tatsama
সম্বন্ধ	sh o mb o ndh O	native
সম্বাদপত্র	sh o mb a d p o tr O	native
সম্বুদ্ধ	sh O mb u d dh O	tatsama
সম্ভাব্য	sh o m bh a b b O	native
সম্ভ্রান্ত	sh o m bh r a nt O	native
সম্মতিপত্র	sh o mm O t i p o tr O	native
সম্মাননাপত্র	sh o mm a n O n a p o tr O	native
সম্মুখজুদ্ধ	sh o mm u kh j u d dh o	tatsama
সম্মেলনকক্ষ	sh o mm e l o n k o kkh o	tatsama
সম্মেলনকেন্দ্র	sh o mm e l o n k e ndr O	compound
সরকারপক্ষ	sh o r k a r p o kkh O	tatsama
সরকারসংক্রান্ত	sh o r k a r sh o ng kr a nt o	compound
সরাচিত্র	sh o r a ch i tr O	native
সরোজগঞ্জ	sh o r O j g o n j	native
সর্গ	sh o r g O	native
সর্জ্য	sh O r j O	native
সর্ত	sh o r t o	native
সর্প	sh o r p O	native
সর্ব	sh o r b O	native
সর্বকনিশ্ঠ	sh o r b O k O n i sh Th O	native
সর্বজনগ্রাহ্য	sh o r b o j o n gr a h j o	compound
সর্বজনমান্য	sh o r b o j o n sh a m a n n o	native
সর্বজেশ্ঠ	sh o r b o j e sh Th o	native
সর্বজ্ঞ	sh o r b O g g O	tatsama
সর্বত্র	sh o r b O tr O	native
সর্বনিম্ন	sh o r b O n i m n O	native
সর্বশান্ত	sh o r b O sh a nt O	native
সর্বশ্রেশ্ঠ	sh o r b O s r e sh Th O	native
সর্বস্ব	sh o r b o sh sh o	tatsama
সর্বস্বান্ত	sh o r b O sh a nt O	tatsama
সর্বানন্দ	sh o r b a n o nd o	native
সর্বোচ্চ	sh o r b O ch ch o	native
সর্বোত্কৃশ্ট	sh o r b O t k i r sh T o	tatsama
সর্বোৎকৃশ্ট	sh o r b O t k ri sh T O	tatsama
সর্বোৎকৃষ্ট	sh o r b O t k ri shT O	tatsama
সর্ব্বোচ্চ	sh o r b O ch ch O	native
সলজ্জ	sh o l o j j O	native
সলাপরামর্শ	sh o l a p o r a m o r sh o	native
সলিউশন্স	s o l i u sh o n s	loanword
সল্ট	s o l T	loanword
সশব্দ	sh o sh o b d O	native
সশস্ত্র	sh o sh O st r O	native
সশিশ্য	sh o sh i sh sh O	native
সশ্রদ্ধ	sh o s r O d dh O	tatsama
সসংজ্ঞ	sh o sh o ng g O	tatsama
সসত্ত্ব	sh o sh o tt O	tatsama
সসপেন্ড	s o s p e n D	loanword
সসোইন্য	sh o sh O i n n O	native
সহউপাচার্য	sh o h o u p a ch a r j o	native
সহজপাচ্য	sh o h O j p a ch ch O	native
সহজপ্রাপ্য	sh o h o j pr a p p o	native
সহজবোধ্য	sh o h O j b O d dh O	native
সহজলভ্য	sh o h O j l O b bh O	native
সহজসাধ্য	sh o h O j sh a d dh O	native
সহজোগিতাপুর্ন	sh o h o j O g i t a p u r n o	compound
সহর্ষ	sh o h o r sh O	native
সহস্র	sh o h O s r O	native
সহস্রাব্দ	sh o h o sh r a b d o	native
সহায়তাপুশ্ট	sh o h a y o t a p u sh T o	native
সহাস্য	sh o h a sh sh O	native
সহিংসতাপুর্ন	sh o h i ng sh o t a p u r n o	native
সহিংসতামুক্ত	sh o h i ng sh o t a m u kt o	native
সহিংসপুর্ন	sh o h i ng sh o t a p u r n o	native
সহ্য	sh o j jh O	native
সাংকর্ষ	sh a ng k o r sh o	native
সাংখ্য	sh a ng kh O	native
সাংবাদিকবৃন্দ	sh a ng b a d i k b i r nd o	tatsama
সাংসদপুত্র	sh a ng sh o d p u tr O	native
সাইকোথেরাপিস্ট	s a i k O th e r a p i s T	loanword
সাইকোলজিস্ট	s a i k O l o j i s T	loanword
সাইক্লিস্ট	s a i kl i s T o	loanword
সাইথইস্ট	s a i th i s T	loanword
সাইনবোর্ড	s a i n b O r D	loanword
সাইনোফার্ম	sh a i n O ph a r m	native
সাইন্স	s a i n s	loanword
সাইলেন্ট	s a i l e n T	loanword
সাইলেন্স	s a i l e n s	loanword
সাউথইস্ট	s a u th i s T	loanword
সাউথওয়ার্ক	sh a u th O y a r k	native
সাউদারল্যান্ড	sh a u d a r l A n D	compound
সাউদার্ন	sh a u d a r n	native
সাউন্ড	s a u n D	loanword
সাউন্ডবক্স	s a u n D b o k s	loanword
সাওয়ান্ত	sh a O y a nt o	native
সাকুল্য	sh a k u l l o	native
সাক্ষরজ্ঞানসম্পন্ন	sh a kkh o r j ny a n sh o mp o nn o	tatsama
সাক্ষ্য	sh a kkh O	tatsama
সাজাত্য	sh a j a t t O	native
সাজাপ্রাপ্ত	sh a j a pr a p t O	native
সাজুজ্য	sh a j u j j O	native
সাজুজ্যপুর্ন	sh a j u j j o p u r n o	native
সাড়াশব্দ	sh a r a sh o b d o	native
সাতত্য	sh a t O t t O	native
সাতসমুদ্র	sh a t sh o m u d r O	native
সাতান্ন	sh a t a nn O	native
সাদৃশ্য	sh a d r i sh sh O	tatsama
সাদৃশ্যপুর্ন	sh a d ri sh sh O p u r n O	tatsama
সাধনচন্দ্র	sh a dh o n ch o ndr O	native
সাধনানন্দ	sh a dh o n a nd o	native
সাধর্ম্য	sh a dh o r m O	native
সাধারনত্ব	sh a dh a r o n t t o	tatsama
সাধিত্র	sh a dh i tr O	native
সাধুবাদজোগ্য	sh a dh u b a d j O g g o	native
সাধ্য	sh a d dh O	native
সানন্দ	sh a n O nd O	native
সানবার্ন	sh a n b a r n	native
সানরাইজার্স	sh a n r a i j a r sh	native
সানসার্ন	sh a n sh a r n	native
সানসিল্ক	sh a n sh i l k	native
সানুকম্প	sh a n u k o mp O	native
সানুবন্ধ	sh a n u b o ndh O	native
সান্ডারল্যান্ড	sh a n D a r l A n D	compound
সান্ত	sh a nt O	native
সান্দ্র	sh a ndr O	native
সান্ধ্য	sh a ndh O	tatsama
সান্নিধ্য	sh a nn i d dh O	native
সাপেক্ষ	sh a p e kkh O	tatsama
সাপোর্ট	s a p O r T	loanword
সাপ্লায়ার্স	s a p l a y a r s	loanword
সাপ্লিমেন্ট	s a p l i m e n T	loanword
সাফটাভুক্ত	s a ph T a bh u kt o	proper_noun
সাফল্য	sh a ph O l l O	native
সাবজেক্ট	s a b j e k T	loanword
সাবর্ন	sh a b o r n O	native
সাব্যস্ত	sh a b b O st O	native
সামগ্র্য	sh a m O g gr O	native
সামঞ্জস্য	sh a m O n j O sh sh O	native
সামঞ্জস্যপুর্ন	sh a m o n j o sh sh o p u r n o	compound
সামন্ত	sh a m O nt O	native
সামন্ততন্ত্র	sh a m o nt o t o nt r O	native
সাময়িকপত্র	sh a m o y i k p o tr O	native
সামরিকতন্ত্র	sh a m o r i k t o nt r O	native
সামর্থ	sh a m O r th O	native
সামর্থ্য	sh a m O r th O	native
সামান্য	sh a m a n n O	native
সামিন্ত	sh a m i nt o	native
সামিপ্য	sh a m i p p O	native
সামুদ্র	sh a m u d r O	native
সাম্প্রদায়িকতামুক্ত	sh a mp r O d a y i k o t a m u kt o	loanword
সাম্য	sh a m m O	native
সাম্রাজ্য	sh a m r a j j O	native
সায়ংকৃত্য	sh a y O ng k ri t t O	tatsama
সায়াহ্ন	sh a y a n n O	native
সায়েন্টিস্ট	s a y e n T i s T	loanword
সায়েন্স	s a y e n s	loanword
সাযুজ্য	sh a j u j j O	native
সারগর্ভ	sh a r g o r bh o	native
সারচার্জ	sh a r ch a r j	native
সারমর্ম	sh a r m o r m O	native
সারল্য	sh a r O l l O	native
সারাবিশ্ব	sh a r a b i sh sh O	tatsama
সারিবদ্ধ	sh a r i b o d dh O	tatsama
সারুপ্য	sh a r u p p O	native
সার্ক	sh a r k	native
সার্কভুক্ত	sh a r k bh u kt O	native
সার্চ	s a r ch	loanword
সার্জেন্ট	s a r j e n T	loanword
সার্ট	sh a r T	loanword
সার্ড	sh a r D	loanword
সার্ত্র	sh a r tr O	native
সার্থ	sh a r th O	native
সার্ধ	sh a r dh O	native
সার্ধশতবর্ষ	sh a r dh o sh o t o b o r sh o	native
সার্ন	sh a r n	native
সার্ফ	sh a r ph	native
সার্ব	sh a r b	native
সার্বভোউমত্ব	sh a r b O bh O O m O t t O	tatsama
সার্ভ	sh a r bh	native
সার্ভিলেন্স	s a r bh i l e n s	loanword
সার্ভিল্যান্স	s a r bh i l e n s	loanword
সার্ভেন্ট	s a r bh e n T	loanword
সালোক্য	sh a l O k k O	native
সাসপেন্ড	s a s p e n D	loanword
সাসপেন্স	s a s p e n s	loanword
সাসেক্স	s a s e k s	loanword
