অর্জনে	o r j O n e
লংঘন	l o ng gh O n
পুরস্কারপ্রাপ্তি	p u r O sh k a r p r a p t i
সম্মতিক্রমে	sh o mm O t i kr o m e
চোক	ch O k
করলি	k O r l i
খরচও	kh O r O ch O
পোচ	p O ch
খোঁজ	kh O~ j
মিলছে	m i l chh e
সংস্থাসহ	sh o ng sth a sh o h O
পালাম	p a l a m
চিত্রসহ	ch i tr O sh o h O
ভিটেমাটি	bh i T e m a T i
মেকআপটা	m e k a p T a
মর্মান্তিক	m o r m a nt i k
ব্যতিহার	b A t i h a r
স্তুতি	st u t i
মুখের	m u kh e r
কানু	k a n u
আনীত	a n i t O
প্যাকের	p A k e r
অবিচারের	o b i ch a r e r
ফটোজ	ph o T O j
বুঝবি	b u jh b i
অর্থমন্ত্রীর	o r th O m O n t r i r
অভিনেত্রীদের	o bh i n e tr i d e r
ছাত্রত্ব	chh a tr O tt O
নাট্যমেলা	n a T T O m A l a
অনুরোধে	O n u r O dh e
হৃদরোগের	r i d r O g e r
অকস্মাত	a k O sh sh a t
যুক্তিবাদী	j u kt i b a d i
পরবেন	p O r b e n
ডানদিকে	D a n d i k e
চিত্তকে	ch i tt O k e
মিটিয়ে	m i T i e
লগ্নি	l O g n i
কৃষকরা	k r i sh o k r a
শুনছি	sh u n chh i
শুনতাম	sh u n t a m
এক্সটার্নাল	e k s T a r n a l
ওবামা	O b a m a
ছানাটিকে	chh a n a T i k e
আটকানো	a T k a n O
লিং	l i ng
রাজধানীমুখী	r a j dh a n i m u kh i
শিক্ষানীতি	sh i kkh a n i t i
পরও	p o r O
দেখতো	d E kh O t O
অনশনে	o n O sh o n e
মতকে	m o t k e
কাবাবে	k a b a b e
গিফটের	g i ph T e r
দিছিলাম	d i chh i l a m
গ্যুন্টার	g u n T a r
বিলটি	b i l T i
ব্যবস্থাটা	b A b O sth a T a
শিল্পীরা	sh i l p i r a
ক্যামিরুনের	k A m i r u n e r
সতত	sh o t o t O
লক্ষ্মীপুরের	l o kkh i p u r e r
গহীনে	g O h i n e
অনেকেরই	o n e k e r i
ব্যবহারকারীরাও	b A b O h a r k a r i r a O
বাঁক	b a~ k
ভিক্ষুকদের	bh i kkh u k d e r
রথী	r O th i
কাঠখোট্টা	k a Th kh O T T a
বিসর্জনের	b i sh o r j O n e r
নিষিদ্ধঘোষিত	n i sh i d dh O gh O sh i t O
প্যাঁচ	p A~ ch
সরণির	sh o r O n i r
হাঁটুপানিতে	h a~ T u p a n i t e
বিভিন্নতা	b i bh i nn O t a
সনেটের	s o n e T e r
নাশ	n a sh
পতাকাতলে	p o t a k a t o l e
এনবিআরের	e n b i a r e r
রেলমন্ত্রীকে	r e l m O n t r i k e
কারাদণ্ড	k a r a d o n D O
দক্ষিণাঞ্চল	d O kkh i n a nch o l
কোরআনুল	k O r a n u l
পাখার	p a kh a r
পালটা	p a l T a
স্বত্ত্বাধিকারী	sh o t t a dh i k a r i
ব্রকোলি	br o k O l i
মানববন্ধনের	m a n O b b o ndh O n e r
হানাদাররা	h a n a d a r r a
শেষকৃত্য	sh e sh k r i t t O
মাঝপথ	m a jh p o th
দিকও	d i k O
পদচারণা	p o d O ch a r O n a
টিকেটিং	T i k e T i ng
গণিতসহ	g O n i t sh o h O
ধ্বংসপ্রাপ্ত	dh o ng sh O p r a p t O
নববর্ষে	n o b O b o r sh e
দোদুল	d O d u l
ব্যাকফুটে	b A k ph u T e
এঁদের	e~ d e r
কলাগাছ	k o l a g a chh
পদ্যের	p o d d e r
উঠেছে	u Th e chh e
লবণাক্ত	l o b O n a kt O
পারেনঃ	p a r e n
ফেরানো	ph e r a n O
স্টকহোমে	s T o k h O m e
উৎরে	u t r e
অন্দরের	o nd O r e r
হামলে	h a m l e
যুদ্ধাপরাধীরা	j u d dh a p O r a dh i r a
ধারণাপত্র	dh a r O n a p o tr O
ঘনিষ্ঠজনরা	gh O n i shTh O j o n r a
বাতি	b a t i
মাছটা	m a chh T a
খেলছিলেন	kh e l chh i l e n
চালের	ch a l e r
মটো	m o T O
এনজিওগুলোর	e n j i O g u l O r
কোকাকোলা	k O k a k O l a
আবাসনসহ	a b a sh o n sh o h O
নথিতে	n O th i t e
অনর্থ	o n O r th O
উন্মুখ	u n m u kh
অনুগামী	O n u g a m i
প্রলোভনে	pr O l O bh o n e
সংবাদমাধ্যমটি	sh o ng b a d m a d dh O m T i
সংকেতকে	sh o ng k e t k e
তেজতুরি	t e j t u r i
একপ্রান্তে	E k pr a nt e
চিৎকারে	ch i t k a r e
পলিটিক্স	p o l i T i k s
গণিতের	g O n i t e r
বসতঘরে	b o sh O t gh o r e
উমেশ	u m e sh
পথিক	p O th i k
কচ	k o ch
রাষ্ট্রদূতদের	r a sh T r O d u t d e r
বাজেভাবে	b a j e bh a b e
সচিবগণ	sh O ch i b g o n
পিজা	p i j a
দাহিরের	d a h i r e r
হেনার	h e n a r
স্থাপনকারী	sth a p O n k a r i
ফ্রান্সে	ph r a n s e
শ্রীকৃষ্ণ	s r i k r i sh n O
অভিযাত্রা	O bh i j a tr a
হঠাত	h o Th a t
প্যাঁচা	p A~ ch a
বলুক	b O l u k
দ্বন্দ	d o nd O
দাপট	d a p O T
নীতিটি	n i t i T i
খবরও	kh o b O r O
খাতসহ	kh a t sh o h O
নিদর্শন	n i d o r sh O n
প্রাচীনকালের	pr a ch i n k a l e r
নির্দেশে	n i r d e sh e
বিজ্ঞাপনদাতাদের	b i g g a p o n d a t a d e r
জাতিভেদ	j a t i bh e d
নাট্যের	n a T T e r
স্টেশনারি	s T e sh O n a r i
অংশীদারী	O ng sh i d a r i
চিত	ch i t
কমব্যাট	k o m b A T
মেঘের	m e gh e r
সম্পাদিকা	sh o mp a d i k a
পরখ	p o r O kh
গঠনেরও	g o Th O n e r O
গতবছরের	g o t O b o chh O r e r
আগতদের	a g O t O d e r
কাশবনে	k a sh b o n e
করুক	k O r u k
বর্জনের	b o r j O n e r
গর্ত	g o r t O
মিত্রতার	m i tr O t a r
পাঠাবো	p a Th a b O
ইশতেহারের	i sh t e h a r e r
রুপোর	r u p O r
শেখান	sh e kh a n
বিবৃতিটি	b i b r i t i T i
থেক	th e k O
নজরুলসংগীত	n O j r u l sh O ng g i t
গ্রাহকদের	gr a h O k d e r
মিলিটারির	m i l i T a r i r
মাঠটি	m a Th T i
নভো	n o bh O
ঝাঁ	jh a~
বিজ্ঞাপনেও	b i g g a p O n e O
বাসন্তি	b a sh O nt i
পেশাজীবীরা	p e sh a j i b i r a
পেস্টটি	p e s T T i
গেঁথে	g e~ th e
জীবদেহে	j i b d e h e
অনুপস্থিতে	o n u p O sth i t e
ট্রানজিস্টর	T r a n j i sh T o r
মারাযান	m a r a j a n
দুর্গন্ধে	d u r g o ndh e
জনপ্রশাসনমন্ত্রী	j o n O pr O sh a sh O n m O n t r i
ইঁদুরের	i~ d u r e r
মহাসভা	m o h a sh o bh a
কামিজে	k a m i j e
ঘটত	gh O T t O
পিওর	p i O r
ছবিগুলোকে	chh O b i g u l O k e
সর্বস্তরের	sh o r b O st o r e r
অগ্রগতির	o gr O g O t i r
উর্দুকে	u r d u k e
সতীত্ব	sh o t i tt O
গুহাগুলো	g u h a g u l O
প্যারাস্যুট	p A r a s u T
আংশিক	a ng sh i k
মঞ্চেও	m o nch e O
মুষলধারে	m u sh O l dh a r e
নেতাজির	n e t a j i r
আমতলার	a m t o l a r
পাকস্থলিতে	p a k O sth O l i t e
ছেরু	chh e r u
কীর্তিকলাপ	k i r t i k o l a p
খাতাপত্র	kh a t a p o tr O
হিউজকে	h i u j k e
ধূলা	dh u l a
বাণী	b a n i
নেমেছিলেন	n e m e chh i l e n
শহরেরই	sh o h O r e r i
লঞ্চকে	l o nch k e
শূদ্র	sh u d r O
স্মার্টবুক	s m a r T b u k
শপিংমলে	sh o p i ng m o l e
দেশজ	d e sh o j
উপন্যাসগুলোর	u p O n n a sh g u l O r
গম্ভীরা	g O m bh i r a
তান্ত্রিকের	t a n t r i k e r
প্রযুক্তিটি	pr O j u kt i T i
ল্যান্স	l A n s
ছাত্রের	chh a tr e r
বাঁচবো	b a~ ch b O
সহশিল্পী	sh o h O sh i l p i
দেবতাকে	d e b O t a k e
কর্মকাণ্ডেও	k o r m O k a n D e O
পলিব্যাগ	p o l i b A g
পদটির	p o d T i r
ট্রেনটিতে	T r e n T i t e
নিশিকান্ত	n i sh i k a nt O
সংগীতপরিচালনা	sh O ng g i t p O r i ch a l O n a
শহরতলীতে	sh o h O r t O l i t e
ক্রেজ	kr e j
ধনীরা	dh O n i r a
থির	th i r
খিলানের	kh i l a n e r
অভাবের	o bh a b e r
রেখেছি	r e kh e chh i
গুরুচণ্ডালী	g u r u ch o n D a l i
গোলসংখ্যা	g O l sh o ng kh a
আকতারকে	a k t a r k e
তিহার	t i h a r
শোষিত	sh O sh i t O
যিশুখ্রিষ্টের	j i sh u kh r i s T e r
বিশ্বব্যাংকসহ	b i sh sh O b A ng k sh o h O
বেভারেজ	b e bh a r e j
ভাষারীতির	bh a sh a r i t i r
স্কোরবোর্ডের	s k O r b O r D e r
তৃপ্তির	t r i p t i r
বাড়িয়েছে	b a r i e chh e
তাকানো	t a k a n O
আস্ত	a st O
সশ্রদ্ধ	sh o s r O d dh O
জীবনাদর্শ	j i b O n a d o r sh O
আর্নেস্ট	a r n e s T
অভাবও	o bh a b O
ফুটবলে	ph u T b o l e
ক্ষতি	kh O t i
তাহলো	t a h O l O
পাহাড়ি	p a h a r i
আলুগুলো	a l u g u l O
নূরনবী	n u r n O b i
অসদাচরণের	o sh O d a ch o r O n e r
একাকীত্বের	e k a k i tt e r
মহাতারকার	m o h a t a r O k a r
মেটেনি	m e T e n i
ওরস্যালাইন	O r s A l a i n
নীলে	n i l e
টিজিং	T i j i ng
মাফলারের	m a ph l a r e r
ইলেকট্রিকের	i l e k T r i k e r
ব্রোঞ্জ	br O nj
হয়ে	h O e
মেছোবাঘ	m e chh O b a gh
প্রেমিকার	pr e m i k a r
পেশ	p e sh
দিম্মার	d i mm a r
উপকূলীয়	u p O k u l i O
করাতো	k o r a t O
টেগোর	T E g O r
চিনেন	ch i n e n
হালখাতার	h a l kh a t a r
হলটির	h o l T i r
আসনটিতে	a sh O n T i t e
জাতির	j a t i r
পথচলা	p o th O ch o l a
করেনা	k o r e n a
জাকাতের	j a k a t e r
কোস্টার	k O s T a r
বাক্যটি	b a k k O T i
বিজ্ঞ	b i g g O
কালকের	k a l k e r
চিরতরে	ch i r O t o r e
ফজলে	ph o j l e
তৃষিত	t r i sh i t O
সম্মেলনটি	sh o mm e l O n T i
বিকেএমইএর	b i k e e m i e r
মেলাটোনিন	m e l a T O n i n
অনুষঙ্গ	O n u sh o ngg O
সংঘর্ষ	sh o ng gh o r sh O
গডফাদারদের	g o D ph a d a r d e r
কনেপক্ষের	k O n e p O kkh e r
কমিশনার	k o m i sh O n a r
ভিত্তির	bh i tt i r
ঘাতকরা	gh a t O k r a
মাসগুলোর	m a sh g u l O r
অপরাহ	o p r a h
কুমাররা	k u m a r r a
বিগলিত	b i g O l i t O
ক্ষেত্রের	kh e t r e r
প্রাণনাশের	pr a n n a sh e r
জন্মান্ধ	j o n m a ndh O
মতামতে	m o t a m o t e
অনুপাতে	O n u p a t e
বৃহত্তম	b r i h O t t o m O
শহীদও	sh O h i d O
কাঁপন	k a~ p O n
ললাটে	l o l a T e
স্নাতক	sn a t O k
বেল	b e l
ঘুরঘুর	gh u r gh u r
রাষ্ট্রদ্রোহী	r a sh T r O d r O h i
ক্রমিকের	kr O m i k e r
দলিতদের	d O l i t O d e r
অনুগ্রহে	O n u gr O h e
বিকাল	b i k a l
এদের	e d e r
স্পিকারে	s p i k a r e
ঘুরেছে	gh u r e chh e
জিতে	j i t e
প্রকাশকরেন	pr O k a sh k o r e n
চিন্তার	ch i nt a r
থান্ট	th a n T
মনীষীরা	m O n i sh i r a
খোশগল্পে	kh O sh g o l p e
অন্তরে	o nt O r e
নারিন্দা	n a r i nd a
ব্যালকনিতে	b A l k O n i t e
ফজিলাতুন্নেছা	ph O j i l a t u n n e s a
বিধিমালার	b i dh i m a l a r
বোধক	b O dh O k
অধিদপ্তরের	O dh i d o p t o r e r
কামালের	k a m a l e r
বেঁধেছি	b e~ dh e chh i
বিলাতে	b i l a t e
বিপক্ষে	b i p o kkh e
মিলানে	m i l a n e
রক্তক্ষরণজনিত	r o k t O kh o r O n j O n i t O
রিপ্রেজেনটেটিভ	r i pr e j e n T e T i bh
মেননের	m e n O n e r
কৃষকনেতা	k r i sh o k n e t a
ক্যাশ	k A sh
প্রাচীনতম	pr a ch i n t o m O
ঘটনাবহুল	gh o T O n a b O h u l
হচ্ছিল	h O ch chh i l O
চলছিল	ch O l chh i l O
রকমফের	r o k O m ph e r
জেন্ডার	j e n D a r
জনসহ	j o n sh o h O
ষোলআনা	sh O l O a n a
সতর্ককারী	sh o t O r k O k a r i
ফরম	ph o r m
ঠাওর	Th a O r
রদবদলের	r o d b o d O l e r
রক্তনালিতে	r o kt O n a l i t e
বাজারজাতকরণের	b a j a r j a t k o r O n e r
বর্ধনের	b o r dh O n e r
বিশ্বজিৎ	b i sh sh O j i t
নাকভি	n a k bh i
অপিনিহিতি	o p i n i h i t i
ধারাটির	dh a r a T i r
মাখে	m a kh e
আবেদনপত্র	a b e d O n p o tr O
সম্পদগুলো	sh o mp o d g u l O
টেনেছিল	T e n e chh i l O
এলকার	e l a k a r
লেভেলের	l e bh e l e r
স্কোরবোর্ড	s k O r b O r D
বিভাজিত	b i bh a j i t O
বকচর	b o k ch o r
জানবো	j a n b O
পিপি	p i p i
অবসর	o b o sh o r
ঘুর	gh u r
মিকা	m i k a
বিজ্ঞাপনে	b i g g a p o n e
নিটোল	n i T O l
হাতিলের	h a t i l e r
রোনালদোদের	r O n a l d O d e r
অন্যকিছু	O n n O k i chh u
দুষ্কর্ম	d u sh k o r m O
বলছি	b O l chh i
শিক্ষককে	sh i kkh o k k e
যুক্তদের	j u kt O d e r
ফিল্ডারদের	ph i l D a r d e r
স্টেশনের	s T e sh O n e r
স্মার্টফোনগুলোর	s m a r T ph O n g u l O r
তাকালে	t a k a l e
সবের	sh o b e r
বেঁটে	b e~ T e
নম্বরধারী	n o mb O r dh a r i
আবর্তনে	a b O r t o n e
বহুক্ষণ	b O h u kkh o n
সতের	sh O t e r O
আপনাআপনিই	a p n a a p n i i
কারাগারের	k a r a g a r e r
রাজধানীসহ	r a j dh a n i sh o h O
তিনবারের	t i n b a r e r
কনস্টেবলদের	k o n s T e b o l d e r
তমাল	t o m a l
বাসতের	b a sh t e r
উৎপাদনের	u t p a d O n e r
কতজন	k o t O j o n
বামপন্থীরা	b a m p O n th i r a
অনন্তকাল	o n o nt O k a l
অক্সিকোডন	o k s i k O D o n
গেরো	g e r O
ইন্নাকা	i nn a k a
সংশ্রব	sh o ng sh r o b
ক্রিকেটটা	kr i k e T T a
সদস্যকে	sh o d O sh sh O k e
জহুরুল	j O h u r u l
প্রতীক্ষা	pr O t i kkh a
ভোররাতের	bh O r r a t e r
গাছগুলো	g a chh g u l O
গ্যারান্টি	g A r a n T i
কলেরা	k o l e r a
দলত্যাগ	d o l t A g
বীরেন্দ্র	b i r e ndr O
রেলস্টেশন	r e l s T e sh o n
ইনিংসটিতে	i n i ng s T i t e
গ্যেটে	g e T e
কর্মমুখর	k o r m O m u kh o r
জমাচ্ছেন	j o m a ch chh e n
খেলব	kh e l b O
তলাবিহীন	t o l a b i h i n
ছাত্রছাত্রীরা	chh a tr O chh a tr i r a
স্কুলছাত্রীদের	s k u l chh a tr i d e r
ছেলেটি	chh e l e T i
চলচ্চিত্রঅভিনেতা	ch o l O ch ch i tr O O bh i n e t a
মধ্যাহ্ন	m O d dh a n n O
রাস্তাগুলোতে	r a st a g u l O t e
মণ্ডপের	m o n D O p e r
পরান	p o r a n
গেজেটে	g e j e T e
নমস্কার	n o m O sh k a r
জিপি	j i p i
হাটের	h a T e r
ব্যান্ডেজ	b A n D e j
তদন্তকারীরা	t o d O nt O k a r i r a
নিটল	n i T o l
শুকানোর	sh u k a n O r
গুরুত্বও	g u r u tt O
পাগলী	p a g l i
আক্রমণভাগ	a kr O m O n bh a g
চুলচেরা	ch u l ch e r a
হুঁশ	h u~ sh
ব্যাংকসমূহের	b A ng k sh O m u h e r
কালীন	k a l i n
বাকর	b a k o r
কোনোটিতে	k O n O T i t e
বিপি	b i p i
প্রাণীকে	pr a n i k e
হাঁটছি	h a~ T chh i
শুক্লপক্ষের	sh u kl O p O kkh e r
বসন্তবরণের	b o sh O nt O b o r O n e r
দরজাগুলো	d o r O j a g u l O
বিটিবি	b i T i b i
তদন্তে	t o d O nt e
আরশ	a r O sh
অন্ধত্বের	o ndh O tt e r
বলিউড	b o l i u D
প্রতিনিধিদের	pr O t i n i dh i d e r
নদীসমূহের	n O d i sh o m u h e r
হলের	h O l e r
সম্পত্তির	sh o mp O tt i r
অস্ট্রেলিয়ানদের	o s T r e l i a n d e r
মুক্তিযুদ্ধভিত্তিক	m u kt i j u d dh O bh i tt i k
পরাণ	p o r a n
স্থূল	sth u l O
বলাৎকার	b o l a t k a r
কাট্টলি	k a T T o l i
হস্তান্তরের	h o st a nt o r e r
কবিতাপাঠ	k O b i t a p a Th
অবস্থানই	o b O sth a n i
অগ্নিপরীক্ষা	O g n i p O r i kkh a
তু	t u
শোধনাগার	sh O dh O n a g a r
পবিত্রতম	p O b i tr O t o m O
স্বপ্নের	sh o p n e r
নাহিন	n a h i n
দায়ীত্ব	d a y i tt O
কোচা	k O ch a
অতিবেগুনি	O t i b e g u n i
ধনীদের	dh O n i d e r
রূপকে	r u p k e
রোজগারে	r O j g a r e
চিত্তবিনোদনের	ch i tt O b i n O d O n e r
নেভান	n e bh a n O
কারামুক্তিতে	k a r a m u kt i t e
প্রত্নতত্ত্ব	pr O t n O t o t t O
হেফজ	h e ph j O
সংসদও	sh o ng sh o d O
নিদর্শনস্বরূপ	n i d o r sh o n sh O r u p
সদস্যও	sh o d O sh sh O O
বদ্বীপের	b o d i p e r
অঞ্জন	o nj o n
এলিজাবেথ	e l i j a b e th
পাঁচজনে	p a~ ch j o n e
স্নেহাশীষ	sn e h a sh i sh
নীরবে	n i r o b e
থেকেছে	th e k e chh e
বাতানাগরে	b a t a n a g O r e
বোনার	b O n a r
সর্বাগ্রে	sh o r b a gr e
থলে	th o l e
অপরাজিতা	o p o r a j i t a
আবহের	a b O h e r
বিক্রিও	b i kr i O
দ্বীপটি	d i p T i
কিচেনে	k i ch e n e
চালাচ্ছি	ch a l a ch chh i
পচন	p o ch O n
জগন্নাথ	j o g O nn a th
উপকারভোগী	u p O k a r bh O g i
দুপুরে	d u p u r e
রাষ্ট্রে	r a sh T r e
অন্তত	o nt O t O
কাবে	k a b e
মেঘলাসহ	m e gh l a sh o h O
ব্রিটিশদের	br i T i sh d e r
ফলাফলই	ph o l a ph o l i
মনেও	m O n e O
জন্মের	j o n m e r
গুবরে	g u b r e
পূর্বশর্ত	p u r b O sh O r t O
পালনও	p a l O n O
শ্রেণীভুক্ত	sh r e n i bh u k t O
বিল্ডার্স	b i l D a r s
অপকারিতা	o p O k a r i t a
উপযোগি	u p O j O g i
দেশটা	d e sh T a
মানুষে	m a n u sh E
ইভানোভিচ	i bh a n O bh i ch
কেকেআর	k e k e a r
কমিটমেন্টের	k o m i T m e n T e r
বিধিতে	b i dh i t e
ভূমিকাকে	bh u m i k a k e
উঠেছিল	u Th e chh i l O
পরীক্ষাটি	p O r i kkh a T i
লোকমান	l O k m a n
উদ্ভাবনী	u d bh a b O n i
প্রথাগতভাবে	pr O th a g o t O bh a b e
আর্থার	a r th a r
ডাকতো	D a k t O
গহন	g o h O n
বিভাগও	b i bh a g O
টিটু	T i T u
পাসপোর্টটি	p a s p O r T T i
খুঁটি	kh u~ T i
ফোরকানের	ph O r k a n e r
শিল্পকে	sh i l p O k e
এলএএক্স	e l e e k s
উগান্ডা	u g a n D a
টানবেন	T a n b e n
আরেফ	a r e ph
শর্মার	sh o r m a r
ঠকে	Th o k e
সবদিক	sh o b d i k
দুষ্ট	d u shT O
দূর্ভোগ	d u r bh O g
উল্লেখযোগ্যসংখ্যক	u l l e kh j O g g O sh o ng kh O k
বটি	b O T i
জনশ্রুতি	j o n O s r u t i
জল্পনার	j o l p O n a r
দুঃখীদের	d u kh i d e r
ট্যাংকারের	T A ng k a r e r
গাপটিল	g a p T i l
ফেরেস্তা	ph e r e sh t a
হাতাহাতিতে	h a t a h a t i t e
বুদ্ধিজীবী	b u d dh i j i b i
অরুণাচল	O r u n a ch o l
পরনির্ভরশীল	p o r O n i r bh o r sh i l
আসরটি	a sh O r T i
সমুদ্রগর্ভে	sh O m u d r O g o r bh e
জানেনই	j a n e n i
ওনাকে	O n a k e
শিখতেন	sh i kh t e n
প্রথমজনের	pr O th O m j o n e r
ভেবেছি	bh e b e chh i
একরে	E k O r e
দরিদ্রতা	d O r i d r O t a
ক্ষতিপূরণও	kh O t i p u r O n O
সদস্যবৃন্দ	sh o d o sh sh O b r i n d O
আবেগের	a b e g e r
আকাশও	a k a sh O
তারকাঁটা	t a r k a~ T a
একজনে	E k j o n e
প্রশিক্ষণসহ	pr O sh i kkh O n sh o h O
নির্দিষ্টভাবে	n i r d i shT O bh a b e
হুযুর	h u j u r
আসবাবের	a sh b a b e r
অপরূপা	o p O r u p a
পশুও	p O sh u O
ক্ষমতাহীন	kh o m O t a h i n
অনুবিভাগ	O n u b i bh a g
যুক্তিকে	j u kt i k e
বাহ্যিকভাবে	b a j j i k bh a b e
অর্পণের	o r p O n e r
মণপ্রতি	m O n pr O t i
বিশ্বকোষের	b i sh sh O k O sh e r
ঝংকার	jh o ng k a r
সর্বাধিক	sh o r b a dh i k
পৃথক্করণ	p r i th o k k o r O n
সভার	sh o bh a r
ভোগান্তি	bh O g a nt i
ক্রমাগতভাবে	kr O m a g o t O bh a b e
জেনেছি	j e n e chh i
ঝুলি	jh u l i
মহামতি	m o h a m O t i
মিত্রবাহিনী	m i tr O b a h i n i
তাকালো	t a k a l O
সন্তানের	sh o nt a n e r
প্রক্সিমিটি	pr o k s i m i T i
ব্রেড	br e D
গভর্নিং	g o bh O r n i ng
লোপাটের	l O p a T e r
মাংসপেশির	m a ng sh O p e sh i r
পুঁজিবাদী	p u~ j i b a d i
হাতিরপুল	h a t i r p u l
ব্রডের	br o D e r
আরবই	a r O b i
অনিষ্পন্ন	o n i sh p o nn O
নাশকতা	n a sh O k o t a
পোস্টারও	p O s T a r O
নাম্বারে	n a mb a r e
বলটির	b o l T i r
লগ্ন	l o g n O
শ্বাসরুদ্ধকর	sh a sh r u d dh O k o r
দমকা	d o m k a
পুনর্ভবা	p u n O r bh o b a
ক্লেশ	kl e sh
প্রভাষকদের	pr O bh a sh o k d e r
লক্ষণপুর	l o kkh O n p u r
ঈদযাত্রা	i d j a tr a
ভাষাবিজ্ঞানী	bh a sh a b i g g a n i
ভাগ্যের	bh a g g e r
ছুটিটা	chh u T i T a
কক্ষগুলো	k O kkh O g u l O
পরিচ্ছন্ন	p O r i ch chh o nn O
ব্যবহারই	b A b O h a r i
তীর্থ	t i r th O
অঁরি	o~ r i
নিজকে	n i j k e
মিক্স	m i k s
জাগাতে	j a g a t e
অবহেলাকে	o b O h e l a k e
কলাগাছের	k o l a g a chh e r
মনোজ	m o n O j
ডিপার্টমেন্টাল	D i p a r T m e n T a l
নিক্ষেপ	n i kkh e p
সম্পাদকদের	sh o mp a d O k d e r
ঘোড়াগুলির	gh O r a g u l i r
মঞ্চস্থ	m o nch O sth O
মাগুরা	m a g u r a
স্পিনার	s p i n a r
শিরোনামে	sh i r O n a m e
বুদ্ধিমতি	b u d dh i m O t i
বাঁধুন	b a~ dh u n
বেনসন	b e n sh o n
ফুঁক	ph u~ k
ছাত্ররাজনীতিতে	chh a tr O r a j n i t i t e
জলে	j o l e
জিত	j i t
চালাচ্ছেন	ch a l a ch chh e n
পত্রিকাগুলোতে	p O tr i k a g u l O t e
বোরোর	b O r O r
বঙ্গজ	b o ngg O j
স্ট্রবেরি	s T r O b e r i
বন্দুক	b O nd u k
পিত্তথলি	p i tt O th O l i
কাছাকাছি	k a chh a k a chh i
ভক্তকূল	bh o kt O k u l
মন্দার	m o nd a r
এফএ	e ph e
নালন্দা	n a l o nd a
করাতকলের	k o r a t k o l e r
আগরবাতি	a g O r b a t i
বিশ্বনাথে	b i sh sh O n a th e
ঘুনধুম	gh u n dh u m
বিএনপিপন্থি	b i e n p i p O n th i
রাজনীতিও	r a j n i t i O
জানবে	j a n b e
অন্তরালের	o nt O r a l e r
চক্ষে	ch O kkh e
নাগ	n a g
গুরুতরভাবে	g u r u t o r O bh a b e
আটকও	a T O k O
ট্রান্সট্রোমারের	T r a n s T r O m a r e r
ফলিত	ph O l i t O
ব্যবহারকারীদের	b A b O h a r k a r i d e r
রক্ষীদের	r O kkh i d e r
অনুজপ্রতিম	O n u j pr O t i m
মডেলরা	m o D e l r a
পক্ষকালব্যাপী	p O k kh O k a l b A p i
উপজেলার	u p O j e l a r
ধানখেতের	dh a n kh e t e r
মান্যবর	m a n n O b o r
বিতান	b i t a n
দুটোরই	d u T O r i
সংবাদসংস্থা	sh o ng b a d sh o ng sth a
স্বভাব	sh o bh a b
যোগে	j O g e
অর্থমন্ত্রীদের	o r th O m O n t r i d e r
লাবলু	l a b l u
ফটোশপ	ph O T O sh o p
বাহনে	b a h O n e
ক্ষরণ	kh o r O n
মানছি	m a n chh i
স্কলারির	s k o l a r i r
একাত্তরকে	E k a tt O r k e
গ্রাহাম	gr a h a m
পলিপ্রপিলিন	p o l i pr o p i l i n
দত্তক	d o tt O k
ঝুম	jh u m
জাপানিদের	j a p a n i d e r
আমানতের	a m a n O t e r
কৃপণতা	k r i p o n o t a
দীপাবলি	d i p a b O l i
লেখালেখিকে	l e kh a l e kh i k e
শিল্পকর্মে	sh i l p O k o r m e
সংকুলান	sh o ng k u l a n
প্রেরন	pr e r O n
দোলাচল	d O l a ch o l
তালতলীর	t a l t O l i r
ব্যবস্থাপত্র	b A b O sth a p o tr O
পরিব্যাপ্ত	p O r i b b A p t O
সম্মেলনের	sh o mm e l o n e r
আর্তি	a r t i
ভারপ্রাপ্ত	bh a r pr a p t O
যুবকরা	j u b o k r a
পেশিতে	p e sh i t e
রিপোর্টটি	r i p O r T T i
পশ্চিমাঞ্চলের	p O sh ch i m a nch O l e r
দপ্তরও	d o p t O r O
সহনশীলতার	sh o h O n sh i l o t a r
ভোগ্যপণ্যের	bh O g g O p O n n e r O
সংখ্যালঘুদের	sh o ng kh a l O gh u d e r
কামারের	k a m a r e r
গোল্ড	g O l D
শত্রুপক্ষের	sh O tr u p o kkh e r
বিষদাঁত	b i sh d a~ t
নিচ্ছিলাম	n i ch chh i l a m
জেনুইন	j e n u i n
গাঁজন	g a~ j O n
রাতারগুল	r a t a r g u l
কাটাচ্ছিলেন	k a T a ch chh i l e n
ধানী	dh a n i
শংকিত	sh O ng k i t O
দাউদকান্দির	d a u d k a nd i r
প্রেমিকারা	pr e m i k a r a
লুকোচুরির	l u k O ch u r i r
বস্তুটি	b O st u T i
অঝোর	o jh O r
জুপিটার	j u p i T a r
বিএনএফের	b i e n e ph e r
উচ্চহারে	u ch ch O h a r e
অবোধ	o b O dh
ক্রুশবিদ্ধ	kr u sh b i d dh O
একটিভ	E k T i bh
মাপমতো	m a p m o t O
গরুগুলো	g o r u g u l O
গোলজার	g O l j a r
শীর্ষ	sh i r sh O
দুরন্তের	d u r o nt e r
বেতনে	b e t O n e
ন্যাভিগেট	n A bh i g e T
পচনের	p o ch O n e r
অর্ধেকে	O r dh e k e
বাসস্টেশন	b a s s T e sh o n
বসত	b o sh O t
